,Unnamed: 0,ADDRESS,ASSET,BKCLASS,CALL,CERT,CHARTER,CHRTAGNN,CHRTAGNT,CITY,CLCODE,CNTRYNA,DENOVO,DEPDOM,DEPSUM,DOCKET,ESCROW,FDICDBS,FDICNAME,FED,FEDNAME,INSAGNT1,INSBRDD,INSBRTS,INSURED,NAMEFULL,OCCDIST,OCCNAME,REGAGNT,RSSDID,SPECDESC,SPECGRP,STALP,STCNTY,STNAME,UNIT,USA,ZIP
5021,56855,601 College,48767.0,SM,CALL,16643,STATE,State Agency,STATE,Junction,13,United States,0.0,43329.0,43329.0,0,,13,Dallas,11,Dallas,DIF,,,CB,First State Bank,5,Southwest District,FED,603755,COMMERCIAL LENDING,4,TX,48267,Texas,1.0,1,76849
5023,56859,4800 East 42nd Street,431404.0,NM,CALL,16652,STATE,State Agency,STATE,Odessa,21,United States,0.0,388617.0,388617.0,0,,13,Dallas,11,Dallas,DIF,,,CB,Southwest Bank,5,Southwest District,FDIC,561864,COMMERCIAL LENDING,4,TX,48135,Texas,0.0,1,79768
5025,56863,402 Minnesota Avenue North,100899.0,NM,CALL,16656,STATE,State Agency,STATE,Aitkin,21,United States,0.0,87496.0,87496.0,10704,,11,Kansas City,9,Minneapolis,DIF,,,CB,Security State Bank of Aitkin,3,Central District,FDIC,267652,COMMERCIAL LENDING,4,MN,27001,Minnesota,0.0,1,56431
5027,56868,"77 Broadway Street, N.E.",494130.0,NM,CALL,16659,STATE,State Agency,STATE,Minneapolis,21,United States,0.0,385273.0,385273.0,14192,,11,Kansas City,9,Minneapolis,DIF,,,CB,Northeast Bank,3,Central District,FDIC,689357,COMMERCIAL LENDING,4,MN,27053,Minnesota,0.0,1,55413
5029,56873,555 Jefferson Street,685150.0,SM,CALL,16664,STATE,State Agency,STATE,Paducah,13,United States,0.0,548028.0,548028.0,10257,,9,Chicago,8,St. Louis,DIF,,,CB,The Paducah Bank and Trust Company,3,Central District,FED,285740,COMMERCIAL LENDING,4,KY,21145,Kentucky,0.0,1,42001
5030,56875,308 W. Irving Park Road,553233.0,NM,CALL,16666,STATE,State Agency,STATE,Itasca,21,United States,0.0,495840.0,495840.0,0,,9,Chicago,7,Chicago,DIF,,,CB,Itasca Bank & Trust Co.,3,Central District,FDIC,812436,COMMERCIAL LENDING,4,IL,17043,Illinois,0.0,1,60143
5032,56877,1110 Peoria Street,57157.0,NM,CALL,16667,STATE,State Agency,STATE,Washington,21,United States,0.0,49522.0,49522.0,0,,9,Chicago,7,Chicago,DIF,,,CB,Washington State Bank,3,Central District,FDIC,480246,MORTGAGE LENDING,5,IL,17179,Illinois,0.0,1,61571
5034,56879,1246 Third Street,439846.0,NM,CALL,16689,STATE,State Agency,STATE,Gibsland,21,United States,0.0,376645.0,376645.0,0,,13,Dallas,11,Dallas,DIF,,,CB,Gibsland Bank & Trust Company,5,Southwest District,FDIC,734350,COMMERCIAL LENDING,4,LA,22013,Louisiana,0.0,1,71028
5037,56889,302 North Main Street,245251.0,NM,CALL,16695,STATE,State Agency,STATE,Stratford,21,United States,0.0,203525.0,203525.0,13105,,13,Dallas,11,Dallas,DIF,,,CB,First State Bank,5,Southwest District,FDIC,410560,AGRICULTURAL,2,TX,48421,Texas,0.0,1,79084
5039,56893,5921 Main Street,146384.0,NM,CALL,16704,STATE,State Agency,STATE,Rockford,21,United States,0.0,130691.0,130691.0,0,,11,Kansas City,9,Minneapolis,DIF,,,CB,BANKWEST,3,Central District,FDIC,791353,COMMERCIAL LENDING,4,MN,27171,Minnesota,0.0,1,55373
5041,56898,673 Broad St.,134541.0,NM,CALL,16707,STATE,State Agency,STATE,Campbell,21,United States,0.0,113611.0,113611.0,14677,,11,Kansas City,10,Kansas City,DIF,,,CB,South Central State Bank,4,Midwest District,FDIC,74056,AGRICULTURAL,2,NE,31061,Nebraska,0.0,1,68932
5042,56899,108 West Ramsey,54843.0,NM,CALL,16717,STATE,State Agency,STATE,Bancroft,21,United States,0.0,41096.0,41096.0,15545,,11,Kansas City,7,Chicago,DIF,,,CB,Farmers & Traders Savings Bank,4,Midwest District,FDIC,792248,AGRICULTURAL,2,IA,19109,Iowa,1.0,1,50517
5043,56900,320 West Texas Avenue,221478.0,NM,CALL,16720,STATE,State Agency,STATE,Artesia,21,United States,0.0,199377.0,199377.0,10168,,13,Dallas,11,Dallas,DIF,,,CB,"Western Bank, Artesia, New Mexico",4,Midwest District,FDIC,709554,COMMERCIAL LENDING,4,NM,35015,New Mexico,1.0,1,88210
5045,56905,112 Main Street,479833.0,NM,CALL,16723,STATE,State Agency,STATE,Lamar,21,United States,0.0,413365.0,413365.0,0,,5,Atlanta,5,Richmond,DIF,,,CB,Carolina Bank & Trust Co.,1,Northeast District,FDIC,355120,COMMERCIAL LENDING,4,SC,45031,South Carolina,0.0,1,29069
5046,56916,1820 North Lexington Avenue,279214.0,NM,CALL,16733,STATE,State Agency,STATE,Roseville,21,,0.0,248492.0,248492.0,0,,11,Kansas City,9,Minneapolis,DIF,,,CB,North Star Bank,3,Central District,FDIC,750051,COMMERCIAL LENDING,4,MN,27123,Minnesota,0.0,1,55113
